id,text,clean_text,tokens,tokens_without_stopwords,stemmed_tokens
Ugxeo1XVHDLCugc6f294AaABAg,Tampilan kyk power bank 🫢,tampilan kyk power bank,"['tampilan', 'kyk', 'power', 'bank']","['tampilan', 'kyk', 'power', 'bank']","['tampil', 'kyk', 'power', 'bank']"
UgzSdmGOcLY-J5MHwEl4AaABAg,"5:23 : gimana kalau saya?
kalau saya lebih mirip ke techno spark 20 pro+ sih",gimana kalau saya kalau saya lebih mirip ke techno spark pro sih,"['gimana', 'kalau', 'saya', 'kalau', 'saya', 'lebih', 'mirip', 'ke', 'techno', 'spark', 'pro', 'sih']","['gimana', 'techno', 'spark', 'pro']","['gimana', 'techno', 'spark', 'pro']"
UgzHcKbMeMo3kCXGYoN4AaABAg,Oppo kena lagi😂,oppo kena lagi,"['oppo', 'kena', 'lagi']","['oppo', 'kena']","['oppo', 'kena']"
UgwpGveLIAC83zzOuVV4AaABAg,"Xiaomi ambisi ,tapi lupa dg iklan nya, ga ngiklan ga makan",xiaomi ambisi tapi lupa dg iklan nya ga ngiklan ga makan,"['xiaomi', 'ambisi', 'tapi', 'lupa', 'dg', 'iklan', 'nya', 'ga', 'ngiklan', 'ga', 'makan']","['xiaomi', 'ambisi', 'lupa', 'iklan', 'ngiklan', 'makan']","['xiaomi', 'ambisi', 'lupa', 'iklan', 'ngiklan', 'makan']"
UgzbE4sPn4zX-82oopR4AaABAg,"Udah beli poco X7pro spek gahar buat tahun sekarang si worth it,harga sesuai buat kaum mendang mending wkw",udah beli poco xpro spek gahar buat tahun sekarang si worth itharga sesuai buat kaum mendang mending wkw,"['udah', 'beli', 'poco', 'xpro', 'spek', 'gahar', 'buat', 'tahun', 'sekarang', 'si', 'worth', 'itharga', 'sesuai', 'buat', 'kaum', 'mendang', 'mending', 'wkw']","['beli', 'poco', 'xpro', 'spek', 'gahar', 'worth', 'itharga', 'sesuai', 'kaum', 'mendang', 'mending', 'wkw']","['beli', 'poco', 'xpro', 'spek', 'gahar', 'worth', 'itharga', 'sesuai', 'kaum', 'dang', 'mending', 'wkw']"
UgxycjPk55nKOv06ACF4AaABAg,Iphone 16 pro max 1 Tera atau poco f7 ultra?,iphone pro max tera atau poco f ultra,"['iphone', 'pro', 'max', 'tera', 'atau', 'poco', 'f', 'ultra']","['iphone', 'pro', 'max', 'tera', 'poco', 'ultra']","['iphone', 'pro', 'max', 'tera', 'poco', 'ultra']"
Ugx7DFdzWzc3-n4s-i14AaABAg,ada iklan? wht,ada iklan wht,"['ada', 'iklan', 'wht']","['iklan', 'wht']","['iklan', 'wht']"
UgzW02-ZH-QzxRZlnzF4AaABAg,Mending iPhone biar g malu maluin kalau lagi nongkrong...😂,mending iphone biar g malu maluin kalau lagi nongkrong,"['mending', 'iphone', 'biar', 'g', 'malu', 'maluin', 'kalau', 'lagi', 'nongkrong']","['mending', 'iphone', 'biar', 'malu', 'maluin', 'nongkrong']","['mending', 'iphone', 'biar', 'malu', 'maluin', 'nongkrong']"
UgzsEs0pSYLwuvyujV54AaABAg,nice,nice,['nice'],['nice'],['nice']
Ugz_iFHdEzQbu3zApkx4AaABAg,Yg nonton pake Infinix nyengir tipis sambil nelan ludah....😂🙏,yg nonton pake infinix nyengir tipis sambil nelan ludah,"['yg', 'nonton', 'pake', 'infinix', 'nyengir', 'tipis', 'sambil', 'nelan', 'ludah']","['nonton', 'pake', 'infinix', 'nyengir', 'tipis', 'nelan', 'ludah']","['nonton', 'pake', 'infinix', 'nyengir', 'tipis', 'nan', 'ludah']"
UgxP1YUAZT3yTGZtKRd4AaABAg,j,j,['j'],[],[]
Ugw2UKFrr4-yDAl3aaR4AaABAg,"Pengen Upgrade ,tapi Masih nyaman Sama Seri pertama nya ( F1 )😂
Belum ada cukup uang juga kendala nya wkwkwkwk",pengen upgrade tapi masih nyaman sama seri pertama nya f belum ada cukup uang juga kendala nya wkwkwkwk,"['pengen', 'upgrade', 'tapi', 'masih', 'nyaman', 'sama', 'seri', 'pertama', 'nya', 'f', 'belum', 'ada', 'cukup', 'uang', 'juga', 'kendala', 'nya', 'wkwkwkwk']","['pengen', 'upgrade', 'nyaman', 'seri', 'uang', 'kendala', 'wkwkwkwk']","['ken', 'upgrade', 'nyaman', 'seri', 'uang', 'kendala', 'wkwkwkwk']"
UgzN2YNTzTvm0aPkRbl4AaABAg,"10 juta, iphone 15 aja udah",juta iphone aja udah,"['juta', 'iphone', 'aja', 'udah']","['juta', 'iphone']","['juta', 'iphone']"
Ugwu8Is6dCKIcyY7EQR4AaABAg,Mau update dari poco f6 eh tau harga 10 jeti anjirr😂,mau update dari poco f eh tau harga jeti anjirr,"['mau', 'update', 'dari', 'poco', 'f', 'eh', 'tau', 'harga', 'jeti', 'anjirr']","['update', 'poco', 'tau', 'harga', 'jeti', 'anjirr']","['update', 'poco', 'tau', 'harga', 'jet', 'anjirr']"
UgxSydZHsWcYo6dCeRR4AaABAg,"Merk china, design look Murah, ada iklanya, MAHAL.
Siapalah yg mo beli hp kek gini",merk china design look murah ada iklanya mahal siapalah yg mo beli hp kek gini,"['merk', 'china', 'design', 'look', 'murah', 'ada', 'iklanya', 'mahal', 'siapalah', 'yg', 'mo', 'beli', 'hp', 'kek', 'gini']","['merk', 'china', 'design', 'look', 'murah', 'iklanya', 'mahal', 'siapalah', 'beli', 'gini']","['merk', 'china', 'design', 'look', 'murah', 'iklanya', 'mahal', 'siapa', 'beli', 'gin']"
AH12r-M2FDdAH2ItWj92gr,Hilangin iklan disemua hp Xiaomi mudah banget.. bagi yg gak tau tutorial di YouTube banyak,hilangin iklan disemua hp xiaomi mudah banget bagi yg gak tau tutorial di youtube banyak,"['hilangin', 'iklan', 'disemua', 'hp', 'xiaomi', 'mudah', 'banget', 'bagi', 'yg', 'gak', 'tau', 'tutorial', 'di', 'youtube', 'banyak']","['hilangin', 'iklan', 'disemua', 'xiaomi', 'mudah', 'tau', 'tutorial', 'youtube']","['hilangin', 'iklan', 'semua', 'xiaomi', 'mudah', 'tau', 'tutorial', 'youtube']"
UgyakZfVryFG-8ynGHF4AaABAg,Tim Poco F3 😊,tim poco f,"['tim', 'poco', 'f']","['tim', 'poco']","['tim', 'poco']"
UgzCLzA_LGKsawCW0YZ4AaABAg,"barusan bang saya beli, kapal api mix nya 🔥🔥",barusan bang saya beli kapal api mix nya,"['barusan', 'bang', 'saya', 'beli', 'kapal', 'api', 'mix', 'nya']","['barusan', 'beli', 'kapal', 'api', 'mix']","['barusan', 'beli', 'kapal', 'api', 'mix']"
UgzEZwx7bwiukx5AAD14AaABAg,Bang coba bahas HUAWEI MATE XT ULTIMATE BG HP Lipet,bang coba bahas huawei mate xt ultimate bg hp lipet,"['bang', 'coba', 'bahas', 'huawei', 'mate', 'xt', 'ultimate', 'bg', 'hp', 'lipet']","['coba', 'bahas', 'huawei', 'mate', 'ultimate', 'lipet']","['coba', 'bahas', 'huawei', 'mate', 'ultimate', 'lipet']"
UgyLMf6USYjEjtpt_HR4AaABAg,"Harusnya ada buat matiin iklan di themenya bang kalo di poco flagship..
di f4 gt gw, di settings theme yg pojok kanan atas ada toogle buat ""show ads""",harusnya ada buat matiin iklan di themenya bang kalo di poco flagship di f gt gw di settings theme yg pojok kanan atas ada toogle buat show ads,"['harusnya', 'ada', 'buat', 'matiin', 'iklan', 'di', 'themenya', 'bang', 'kalo', 'di', 'poco', 'flagship', 'di', 'f', 'gt', 'gw', 'di', 'settings', 'theme', 'yg', 'pojok', 'kanan', 'atas', 'ada', 'toogle', 'buat', 'show', 'ads']","['matiin', 'iklan', 'themenya', 'poco', 'flagship', 'settings', 'theme', 'pojok', 'kanan', 'toogle', 'show', 'ads']","['matiin', 'iklan', 'themenya', 'poco', 'flagship', 'settings', 'theme', 'pojok', 'kanan', 'toogle', 'show', 'ads']"
UgzSqHd6A9kfDncxqiJ4AaABAg,"Gila xiaomi mejadi brand paling populer di dunia setelah samsung emang gila ini brand melesat meninggal kan pesaing"" Nya 🤔",gila xiaomi mejadi brand paling populer di dunia setelah samsung emang gila ini brand melesat meninggal kan pesaing nya,"['gila', 'xiaomi', 'mejadi', 'brand', 'paling', 'populer', 'di', 'dunia', 'setelah', 'samsung', 'emang', 'gila', 'ini', 'brand', 'melesat', 'meninggal', 'kan', 'pesaing', 'nya']","['gila', 'xiaomi', 'mejadi', 'brand', 'populer', 'dunia', 'samsung', 'gila', 'brand', 'melesat', 'meninggal', 'pesaing']","['gila', 'xiaomi', 'mejadi', 'brand', 'populer', 'dunia', 'samsung', 'gila', 'brand', 'lesat', 'tinggal', 'saing']"
UgxC3CXnE-kBMMTItFN4AaABAg,Udah diatas 9 juta masih dikasih iklan wkwkwk 😂,udah diatas juta masih dikasih iklan wkwkwk,"['udah', 'diatas', 'juta', 'masih', 'dikasih', 'iklan', 'wkwkwk']","['diatas', 'juta', 'dikasih', 'iklan']","['atas', 'juta', 'kasih', 'iklan']"
AH12Dw4OE2zAH3PekpaV8k,7juta gak ada iklan ..lu aja gak beli😂,juta gak ada iklan lu aja gak beli,"['juta', 'gak', 'ada', 'iklan', 'lu', 'aja', 'gak', 'beli']","['juta', 'iklan', 'beli']","['juta', 'iklan', 'beli']"
AH12Dw4OE2zAH3R2Vy2Ua0,@ ngapain beli Poco diatas 7 Juta 🤣🤣,ngapain beli poco diatas juta,"['ngapain', 'beli', 'poco', 'diatas', 'juta']","['ngapain', 'beli', 'poco', 'diatas', 'juta']","['ngapain', 'beli', 'poco', 'atas', 'juta']"
UgxYTIyltd3Jk_SQad54AaABAg,"Saingan ny byk kn di 9jta ini, salah satu ny Rog",saingan ny byk kn di jta ini salah satu ny rog,"['saingan', 'ny', 'byk', 'kn', 'di', 'jta', 'ini', 'salah', 'satu', 'ny', 'rog']","['saingan', 'byk', 'jta', 'salah', 'rog']","['saing', 'byk', 'jta', 'salah', 'rog']"
UgyCC_J3hKdOf_m5Wo54AaABAg,"Untuk matikan iklan, di non aktifkan saja MSA nya,,😊 setau saya dri punya redmi note 5😊",untuk matikan iklan di non aktifkan saja msa nya setau saya dri punya redmi note,"['untuk', 'matikan', 'iklan', 'di', 'non', 'aktifkan', 'saja', 'msa', 'nya', 'setau', 'saya', 'dri', 'punya', 'redmi', 'note']","['matikan', 'iklan', 'non', 'aktifkan', 'msa', 'setau', 'dri', 'redmi', 'note']","['mati', 'iklan', 'non', 'aktif', 'msa', 'tau', 'dri', 'redmi', 'note']"
UgxzpFkijwyqZxHyF8B4AaABAg,Poco f4 3 kamera lho...,poco f kamera lho,"['poco', 'f', 'kamera', 'lho']","['poco', 'kamera', 'lho']","['poco', 'kamera', 'lho']"
UgyvL2_QSsJ2qFMb1pt4AaABAg,bahas google pixel 9a donggg,bahas google pixel a donggg,"['bahas', 'google', 'pixel', 'a', 'donggg']","['bahas', 'google', 'pixel', 'donggg']","['bahas', 'google', 'pixel', 'donggg']"
UgzkmkJ7ZzH5RDZnZEB4AaABAg,"Temen gua salah ngira bjrr, dikiranya gua pake poco f7 ultra, padahal Infinix note 12 2023🤣🤣",temen gua salah ngira bjrr dikiranya gua pake poco f ultra padahal infinix note,"['temen', 'gua', 'salah', 'ngira', 'bjrr', 'dikiranya', 'gua', 'pake', 'poco', 'f', 'ultra', 'padahal', 'infinix', 'note']","['temen', 'gua', 'salah', 'ngira', 'bjrr', 'dikiranya', 'gua', 'pake', 'poco', 'ultra', 'infinix', 'note']","['temen', 'gua', 'salah', 'ngira', 'bjrr', 'kira', 'gua', 'pake', 'poco', 'ultra', 'infinix', 'note']"
UgwG98nhWvjvxB55tQ54AaABAg,Klo denger merek poco pasti panas dan rawan matot😅😅😅😂😂😂😂,klo denger merek poco pasti panas dan rawan matot,"['klo', 'denger', 'merek', 'poco', 'pasti', 'panas', 'dan', 'rawan', 'matot']","['klo', 'denger', 'merek', 'poco', 'panas', 'rawan', 'matot']","['klo', 'denger', 'merek', 'poco', 'panas', 'rawan', 'matot']"
Ugz4WtqbXU3twa7znM14AaABAg,"klo untuk charger ga masalah sii bg, soalnya misal dibuat keluar terus cuma bawa powerbank sama kabel nya,klo soalnya perekaman vidio belakangnya,ciri khas poco banget,selalu ada denyut",klo untuk charger ga masalah sii bg soalnya misal dibuat keluar terus cuma bawa powerbank sama kabel nyaklo soalnya perekaman vidio belakangnyaciri khas poco bangetselalu ada denyut,"['klo', 'untuk', 'charger', 'ga', 'masalah', 'sii', 'bg', 'soalnya', 'misal', 'dibuat', 'keluar', 'terus', 'cuma', 'bawa', 'powerbank', 'sama', 'kabel', 'nyaklo', 'soalnya', 'perekaman', 'vidio', 'belakangnyaciri', 'khas', 'poco', 'bangetselalu', 'ada', 'denyut']","['klo', 'charger', 'sii', 'bawa', 'powerbank', 'kabel', 'nyaklo', 'perekaman', 'vidio', 'belakangnyaciri', 'khas', 'poco', 'bangetselalu', 'denyut']","['klo', 'charger', 'sii', 'bawa', 'powerbank', 'kabel', 'nyaklo', 'rekam', 'vidio', 'belakangnyaciri', 'khas', 'poco', 'bangetselalu', 'denyut']"
Ugw6ns4KTdzcyoXjDlt4AaABAg,Flagship beriklan?,flagship beriklan,"['flagship', 'beriklan']","['flagship', 'beriklan']","['flagship', 'iklan']"
UgxHB_htcVyYO-KQq_F4AaABAg,Bang kalo boleh review Redmi A5 bang.❤,bang kalo boleh review redmi a bang,"['bang', 'kalo', 'boleh', 'review', 'redmi', 'a', 'bang']","['review', 'redmi']","['review', 'redmi']"
UgwTpKzHOuJi-ydiYYt4AaABAg,"Loh, poco seri F ultra ga isi air triger???
pdhal nungguin buat main PUBG doang",loh poco seri f ultra ga isi air triger pdhal nungguin buat main pubg doang,"['loh', 'poco', 'seri', 'f', 'ultra', 'ga', 'isi', 'air', 'triger', 'pdhal', 'nungguin', 'buat', 'main', 'pubg', 'doang']","['loh', 'poco', 'seri', 'ultra', 'isi', 'air', 'triger', 'pdhal', 'nungguin', 'main', 'pubg', 'doang']","['loh', 'poco', 'seri', 'ultra', 'isi', 'air', 'triger', 'pdhal', 'nungguin', 'main', 'pubg', 'doang']"
Ugwy4Sv1X9WvNvX0_fF4AaABAg,"Menit 7:20 kameranya 
Percis kaya sama mata Madara uicha",menit kameranya percis kaya sama mata madara uicha,"['menit', 'kameranya', 'percis', 'kaya', 'sama', 'mata', 'madara', 'uicha']","['menit', 'kameranya', 'percis', 'kaya', 'mata', 'madara', 'uicha']","['menit', 'kamera', 'percis', 'kaya', 'mata', 'madara', 'uicha']"
UgxMQrCgO5N7_ahIEJR4AaABAg,"Banyak fans iqoo ga terima fakta kalau dealbreaker iqoo 13 itu selfie video geter.
Bahkan sampe bacot keras tapi ga ngerti apa itu dealbreaker.😅
Ibarat iphone reguler yg dealbreaker di layar masih 60hz.",banyak fans iqoo ga terima fakta kalau dealbreaker iqoo itu selfie video geter bahkan sampe bacot keras tapi ga ngerti apa itu dealbreaker ibarat iphone reguler yg dealbreaker di layar masih hz,"['banyak', 'fans', 'iqoo', 'ga', 'terima', 'fakta', 'kalau', 'dealbreaker', 'iqoo', 'itu', 'selfie', 'video', 'geter', 'bahkan', 'sampe', 'bacot', 'keras', 'tapi', 'ga', 'ngerti', 'apa', 'itu', 'dealbreaker', 'ibarat', 'iphone', 'reguler', 'yg', 'dealbreaker', 'di', 'layar', 'masih', 'hz']","['fans', 'iqoo', 'terima', 'fakta', 'dealbreaker', 'iqoo', 'selfie', 'video', 'geter', 'sampe', 'bacot', 'keras', 'ngerti', 'dealbreaker', 'iphone', 'reguler', 'dealbreaker', 'layar']","['fans', 'iqoo', 'terima', 'fakta', 'dealbreaker', 'iqoo', 'selfie', 'video', 'geter', 'sampe', 'bacot', 'keras', 'ngerti', 'dealbreaker', 'iphone', 'reguler', 'dealbreaker', 'layar']"
UgyNooGAImv4jDYRcld4AaABAg,Tim yg ngeskip iklan kopi😅,tim yg ngeskip iklan kopi,"['tim', 'yg', 'ngeskip', 'iklan', 'kopi']","['tim', 'ngeskip', 'iklan', 'kopi']","['tim', 'ngeskip', 'iklan', 'kopi']"
UgzEo_Lg1epYfb4jom14AaABAg,"Emang babi xiaomi ini, udah 10 juta masih juga ada iklan 😂🤣🤣",emang babi xiaomi ini udah juta masih juga ada iklan,"['emang', 'babi', 'xiaomi', 'ini', 'udah', 'juta', 'masih', 'juga', 'ada', 'iklan']","['babi', 'xiaomi', 'juta', 'iklan']","['babi', 'xiaomi', 'juta', 'iklan']"
UgzUlwZiCYXLMTM-Smx4AaABAg,"Tips menghilangkan Iklan di hape poco/redmi :
1. Matikan personalisasi iklan
2. Matikan notifikasi aplikasi bawaan xiaomi (Mi video, tema,music,getapps,dsb)
3. Ubah region ke china/hongkong
4. Matikan opsi MSA di otoritas otoritas pencabutan
5. Pakai DNS adguard
6. Jual hapenya 
7. Beli series T atau flagship xiaomi atau
8. Beli brand lain yg no iklan2 🤣

Ribet jir, hape sendiri 14T pro aja iklannya masih ada di mi video, kacau2 🤣",tips menghilangkan iklan di hape pocoredmi matikan personalisasi iklan matikan notifikasi aplikasi bawaan xiaomi mi video temamusicgetappsdsb ubah region ke chinahongkong matikan opsi msa di otoritas otoritas pencabutan pakai dns adguard jual hapenya beli series t atau flagship xiaomi atau beli brand lain yg no iklan ribet jir hape sendiri t pro aja iklannya masih ada di mi video kacau,"['tips', 'menghilangkan', 'iklan', 'di', 'hape', 'pocoredmi', 'matikan', 'personalisasi', 'iklan', 'matikan', 'notifikasi', 'aplikasi', 'bawaan', 'xiaomi', 'mi', 'video', 'temamusicgetappsdsb', 'ubah', 'region', 'ke', 'chinahongkong', 'matikan', 'opsi', 'msa', 'di', 'otoritas', 'otoritas', 'pencabutan', 'pakai', 'dns', 'adguard', 'jual', 'hapenya', 'beli', 'series', 't', 'atau', 'flagship', 'xiaomi', 'atau', 'beli', 'brand', 'lain', 'yg', 'no', 'iklan', 'ribet', 'jir', 'hape', 'sendiri', 't', 'pro', 'aja', 'iklannya', 'masih', 'ada', 'di', 'mi', 'video', 'kacau']","['tips', 'menghilangkan', 'iklan', 'hape', 'pocoredmi', 'matikan', 'personalisasi', 'iklan', 'matikan', 'notifikasi', 'aplikasi', 'bawaan', 'xiaomi', 'video', 'temamusicgetappsdsb', 'ubah', 'region', 'chinahongkong', 'matikan', 'opsi', 'msa', 'otoritas', 'otoritas', 'pencabutan', 'pakai', 'dns', 'adguard', 'jual', 'hapenya', 'beli', 'series', 'flagship', 'xiaomi', 'beli', 'brand', 'iklan', 'ribet', 'jir', 'hape', 'pro', 'iklannya', 'video', 'kacau']","['tips', 'hilang', 'iklan', 'hape', 'pocoredmi', 'mati', 'personal', 'iklan', 'mati', 'notifikasi', 'aplikasi', 'bawa', 'xiaomi', 'video', 'temamusicgetappsdsb', 'ubah', 'region', 'chinahongkong', 'mati', 'opsi', 'msa', 'otoritas', 'otoritas', 'cabut', 'pakai', 'dns', 'adguard', 'jual', 'hapenya', 'beli', 'series', 'flagship', 'xiaomi', 'beli', 'brand', 'iklan', 'ribet', 'jir', 'hape', 'pro', 'iklan', 'video', 'kacau']"
UgyqPQM1fPy_n8WBtkZ4AaABAg,"Tes game itu Wuthering wave, genshin mah ringan grafik burik dev pemalas",tes game itu wuthering wave genshin mah ringan grafik burik dev pemalas,"['tes', 'game', 'itu', 'wuthering', 'wave', 'genshin', 'mah', 'ringan', 'grafik', 'burik', 'dev', 'pemalas']","['tes', 'game', 'wuthering', 'wave', 'genshin', 'mah', 'ringan', 'grafik', 'burik', 'dev', 'pemalas']","['tes', 'game', 'wuthering', 'wave', 'genshin', 'mah', 'ringan', 'grafik', 'burik', 'dev', 'malas']"
UgwFwwsrsnAZuyzBj9l4AaABAg,"pertama liat susunan kamera nya langsung kepikiran mata sharingan 3 tomoe, ternyata bang david notice juga 😅makin berasa kalo frame kameranya warna merah",pertama liat susunan kamera nya langsung kepikiran mata sharingan tomoe ternyata bang david notice juga makin berasa kalo frame kameranya warna merah,"['pertama', 'liat', 'susunan', 'kamera', 'nya', 'langsung', 'kepikiran', 'mata', 'sharingan', 'tomoe', 'ternyata', 'bang', 'david', 'notice', 'juga', 'makin', 'berasa', 'kalo', 'frame', 'kameranya', 'warna', 'merah']","['liat', 'susunan', 'kamera', 'langsung', 'kepikiran', 'mata', 'sharingan', 'tomoe', 'david', 'notice', 'berasa', 'frame', 'kameranya', 'warna', 'merah']","['liat', 'susun', 'kamera', 'langsung', 'pikir', 'mata', 'sharingan', 'tomoe', 'david', 'notice', 'asa', 'frame', 'kamera', 'warna', 'merah']"
Ugym3YeY3NT0Gm9xTkh4AaABAg,Dari semua review hp cuma KOPI KAPAL API nya yng ke beli....😂😂,dari semua review hp cuma kopi kapal api nya yng ke beli,"['dari', 'semua', 'review', 'hp', 'cuma', 'kopi', 'kapal', 'api', 'nya', 'yng', 'ke', 'beli']","['review', 'kopi', 'kapal', 'api', 'yng', 'beli']","['review', 'kopi', 'kapal', 'api', 'yng', 'beli']"
UgyDQWz_LxXrLyo7oIt4AaABAg,13:53 di wuwek ngga berlaku bg wkwkwkwkwk,di wuwek ngga berlaku bg wkwkwkwkwk,"['di', 'wuwek', 'ngga', 'berlaku', 'bg', 'wkwkwkwkwk']","['wuwek', 'ngga', 'berlaku', 'wkwkwkwkwk']","['wuwek', 'ngga', 'laku', 'wkwkwkwkwk']"
UgxQz7lYcGUAL3QV9qZ4AaABAg,Udah paling bener 14t pro,udah paling bener t pro,"['udah', 'paling', 'bener', 't', 'pro']","['bener', 'pro']","['bener', 'pro']"
Ugwxv5_OFYb5i1g06Jh4AaABAg,Di poco x7 pro gua kok ga ada iklan yah? Udh sebulan lebih bersih dari iklan,di poco x pro gua kok ga ada iklan yah udh sebulan lebih bersih dari iklan,"['di', 'poco', 'x', 'pro', 'gua', 'kok', 'ga', 'ada', 'iklan', 'yah', 'udh', 'sebulan', 'lebih', 'bersih', 'dari', 'iklan']","['poco', 'pro', 'gua', 'iklan', 'yah', 'sebulan', 'bersih', 'iklan']","['poco', 'pro', 'gua', 'iklan', 'yah', 'bulan', 'bersih', 'iklan']"
UgyZWp63vy2Op5ukP8B4AaABAg,Harga segitu kenapa gw lebih ke IP second sekalipun ya wkwkw,harga segitu kenapa gw lebih ke ip second sekalipun ya wkwkw,"['harga', 'segitu', 'kenapa', 'gw', 'lebih', 'ke', 'ip', 'second', 'sekalipun', 'ya', 'wkwkw']","['harga', 'segitu', 'second', 'wkwkw']","['harga', 'segitu', 'second', 'wkwkw']"
AH0yzqzC9SSAH1knhvLK_m,IP baterai boros,ip baterai boros,"['ip', 'baterai', 'boros']","['baterai', 'boros']","['baterai', 'boros']"
UgzTESg-R2DXdT_KKtR4AaABAg,Alhamdulillah setelah menonton video nya saya lebih memilih membeli kopi kapal api aja,alhamdulillah setelah menonton video nya saya lebih memilih membeli kopi kapal api aja,"['alhamdulillah', 'setelah', 'menonton', 'video', 'nya', 'saya', 'lebih', 'memilih', 'membeli', 'kopi', 'kapal', 'api', 'aja']","['alhamdulillah', 'menonton', 'video', 'memilih', 'membeli', 'kopi', 'kapal', 'api']","['alhamdulillah', 'tonton', 'video', 'pilih', 'beli', 'kopi', 'kapal', 'api']"
UgxWwGROiVo4EGChIGZ4AaABAg,"Kesimpulannya, saya gk punya duit buat beli🗿",kesimpulannya saya gk punya duit buat beli,"['kesimpulannya', 'saya', 'gk', 'punya', 'duit', 'buat', 'beli']","['kesimpulannya', 'duit', 'beli']","['simpul', 'duit', 'beli']"
Ugwx0svNC4q0zShhGkZ4AaABAg,poco f5 sih yg paling simple,poco f sih yg paling simple,"['poco', 'f', 'sih', 'yg', 'paling', 'simple']","['poco', 'simple']","['poco', 'simple']"
UgwGA9jmeEq1ArdeOaN4AaABAg,"Setelah menonton video ini semakin yakin untuk membeli



IQoo 13. makasih bang",setelah menonton video ini semakin yakin untuk membeli iqoo makasih bang,"['setelah', 'menonton', 'video', 'ini', 'semakin', 'yakin', 'untuk', 'membeli', 'iqoo', 'makasih', 'bang']","['menonton', 'video', 'membeli', 'iqoo', 'makasih']","['tonton', 'video', 'beli', 'iqoo', 'makasih']"
UgwOekdBS1f8nBlCHZ54AaABAg,bang david tolong review oppo a5 pro yang baru launching bulan 3 kemarin 🙏,bang david tolong review oppo a pro yang baru launching bulan kemarin,"['bang', 'david', 'tolong', 'review', 'oppo', 'a', 'pro', 'yang', 'baru', 'launching', 'bulan', 'kemarin']","['david', 'tolong', 'review', 'oppo', 'pro', 'launching', 'kemarin']","['david', 'tolong', 'review', 'oppo', 'pro', 'launching', 'kemarin']"
UgzxYE1d9dpk5Q3oncp4AaABAg,"Sangar pol, tp klo saya pribadi pilih s24fe di harga segitu",sangar pol tp klo saya pribadi pilih sfe di harga segitu,"['sangar', 'pol', 'tp', 'klo', 'saya', 'pribadi', 'pilih', 'sfe', 'di', 'harga', 'segitu']","['sangar', 'pol', 'klo', 'pribadi', 'pilih', 'sfe', 'harga', 'segitu']","['sangar', 'pol', 'klo', 'pribadi', 'pilih', 'sfe', 'harga', 'segitu']"
UgzghiY-lrtXcENNZCV4AaABAg,"Apakah gadgetin partner sama GI? Soalnya reviewer lain pada mulai test gaming pake wuwa, gadgetin doang youtuber tech terkenal yg ketinggalan, setau gw",apakah gadgetin partner sama gi soalnya reviewer lain pada mulai test gaming pake wuwa gadgetin doang youtuber tech terkenal yg ketinggalan setau gw,"['apakah', 'gadgetin', 'partner', 'sama', 'gi', 'soalnya', 'reviewer', 'lain', 'pada', 'mulai', 'test', 'gaming', 'pake', 'wuwa', 'gadgetin', 'doang', 'youtuber', 'tech', 'terkenal', 'yg', 'ketinggalan', 'setau', 'gw']","['gadgetin', 'partner', 'reviewer', 'test', 'gaming', 'pake', 'wuwa', 'gadgetin', 'doang', 'youtuber', 'tech', 'terkenal', 'ketinggalan', 'setau']","['gadgetin', 'partner', 'reviewer', 'test', 'gaming', 'pake', 'wuwa', 'gadgetin', 'doang', 'youtuber', 'tech', 'kenal', 'tinggal', 'tau']"
UgyKFoUuEOFq7TdDH7V4AaABAg,4k60fps masih jitter? wkwk gw x13t 4k30 fps lancarr² aja,kfps masih jitter wkwk gw xt k fps lancarr² aja,"['kfps', 'masih', 'jitter', 'wkwk', 'gw', 'xt', 'k', 'fps', 'lancarr²', 'aja']","['kfps', 'jitter', 'fps', 'lancarr²']","['kfps', 'jitter', 'fps', 'lancarr']"
UgxiRsoE7hxEBN_1V314AaABAg,"iklan iklan apa yang harganya 10 juta, jawabannya POCO F7 ULTRA 🤣🤣🤣",iklan iklan apa yang harganya juta jawabannya poco f ultra,"['iklan', 'iklan', 'apa', 'yang', 'harganya', 'juta', 'jawabannya', 'poco', 'f', 'ultra']","['iklan', 'iklan', 'harganya', 'juta', 'jawabannya', 'poco', 'ultra']","['iklan', 'iklan', 'harga', 'juta', 'jawab', 'poco', 'ultra']"
UgzEXmcnma5XxRzGL7l4AaABAg,Di root dulu bang 😅,di root dulu bang,"['di', 'root', 'dulu', 'bang']",['root'],['root']
Ugzaj_LBKpiD6MhM-Dd4AaABAg,"kalau collab sama naruto bagus sih, tema² mata sharingan.",kalau collab sama naruto bagus sih tema² mata sharingan,"['kalau', 'collab', 'sama', 'naruto', 'bagus', 'sih', 'tema²', 'mata', 'sharingan']","['collab', 'naruto', 'bagus', 'tema²', 'mata', 'sharingan']","['collab', 'naruto', 'bagus', 'tema', 'mata', 'sharingan']"
UgxHOXsmsal9NMGxSJF4AaABAg,16:42 duh ayang gw makin cantik aja kalau liat nya di hp mahal🥰🥰,duh ayang gw makin cantik aja kalau liat nya di hp mahal,"['duh', 'ayang', 'gw', 'makin', 'cantik', 'aja', 'kalau', 'liat', 'nya', 'di', 'hp', 'mahal']","['duh', 'ayang', 'cantik', 'liat', 'mahal']","['duh', 'ayang', 'cantik', 'liat', 'mahal']"
